family,regime,group,n,label,mean,ci_lo,ci_hi,seeds
replay,beta025_random,all shapes pooled,1000,flat_nsw_router,0.7000890000000001,0.6991508583333335,0.7009806916666667,1000
replay,beta025_random,all shapes pooled,1000000,flat_nsw_router,0.71278,0.7095586666666664,0.71599,100
replay,beta025_random,all shapes pooled,10,flat_nsw_router,0.446144,0.4392099333333333,0.4533243583333333,1000
replay,beta025_random,all shapes pooled,10000,flat_nsw_router,0.7102313333333333,0.70929165,0.7112400583333334,1000
replay,beta025_random,all shapes pooled,100,flat_nsw_router,0.666582,0.6655183000000001,0.6676513666666667,1000
replay,beta025_random,all shapes pooled,100000,flat_nsw_router,0.7138816666666666,0.7116432916666666,0.716045,200
replay,beta025_random,all shapes pooled,1000,flat_probe_argmax_frozen,0.6821786666666667,0.6809667,0.68331445,1000
replay,beta025_random,all shapes pooled,1000000,flat_probe_argmax_frozen,0.6824366666666667,0.6787564999999999,0.6861371666666666,100
replay,beta025_random,all shapes pooled,10,flat_probe_argmax_frozen,0.4464446666666666,0.4393906833333333,0.4534527416666666,1000
replay,beta025_random,all shapes pooled,10000,flat_probe_argmax_frozen,0.6813573333333334,0.6801739416666666,0.6825544583333333,1000
replay,beta025_random,all shapes pooled,100,flat_probe_argmax_frozen,0.664146,0.6628657666666666,0.6653987,1000
replay,beta025_random,all shapes pooled,100000,flat_probe_argmax_frozen,0.6831883333333334,0.6806030416666666,0.685708375,200
replay,beta025_random,all shapes pooled,1000,flat_probe_argmax_online,0.7043183333333333,0.7034081750000001,0.705224425,1000
replay,beta025_random,all shapes pooled,1000000,flat_probe_argmax_online,0.7067766666666666,0.7039598333333335,0.7096736666666669,100
replay,beta025_random,all shapes pooled,10,flat_probe_argmax_online,0.4561456666666666,0.4490737416666666,0.46331945,1000
replay,beta025_random,all shapes pooled,10000,flat_probe_argmax_online,0.7050883333333334,0.7041608333333333,0.7060247250000001,1000
replay,beta025_random,all shapes pooled,100,flat_probe_argmax_online,0.6841356666666667,0.6830671583333333,0.6852421166666666,1000
replay,beta025_random,all shapes pooled,100000,flat_probe_argmax_online,0.706845,0.7049146666666667,0.7089102916666666,200
replay,beta025_random,all shapes pooled,1000,gossip_reputation_greedy,0.437906,0.4369597916666667,0.438905175,1000
replay,beta025_random,all shapes pooled,1000000,gossip_reputation_greedy,0.4526833333333334,0.4508232499999999,0.4546568333333334,100
replay,beta025_random,all shapes pooled,10,gossip_reputation_greedy,0.2735143333333333,0.2697792166666667,0.2771820083333334,1000
replay,beta025_random,all shapes pooled,10000,gossip_reputation_greedy,0.4513883333333333,0.4507426666666666,0.4520430083333334,1000
replay,beta025_random,all shapes pooled,100,gossip_reputation_greedy,0.3791960000000001,0.3773398583333333,0.3811131583333333,1000
